,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
1422,CLE,CLE vs. ATL,12/31/2021,,L,240,118,48,84,57.1,8,25,32.0,14,24,58.3,8,38,46,27,1,8,9,18,-3
1423,ATL,ATL @ CLE,12/31/2021,,W,240,121,43,97,44.3,16,38,42.1,19,21,90.5,14,30,44,23,8,4,2,23,3
1424,MIA,MIA @ HOU,12/31/2021,,W,240,120,40,86,46.5,14,33,42.4,26,31,83.9,11,32,43,21,7,6,14,16,10
1425,HOU,HOU vs. MIA,12/31/2021,,L,240,110,41,93,44.1,14,42,33.3,14,17,82.4,15,31,46,21,9,4,18,27,-10
1426,ORL,ORL vs. MIL,12/30/2021,,L,240,118,42,87,48.3,13,36,36.1,21,27,77.8,6,27,33,26,5,1,10,26,-18
1427,MIL,MIL @ ORL,12/30/2021,,W,240,136,45,91,49.5,13,33,39.4,33,36,91.7,14,36,50,24,7,6,13,19,18
1428,BKN,BKN vs. PHI,12/30/2021,,L,240,102,37,81,45.7,7,27,25.9,21,27,77.8,12,40,52,21,4,9,18,22,-8
1429,PHI,PHI @ BKN,12/30/2021,,W,240,110,42,100,42.0,13,32,40.6,13,20,65.0,14,29,43,22,10,4,8,20,8
1430,CLE,CLE @ WAS,12/30/2021,,L,240,93,35,83,42.2,8,28,28.6,15,23,65.2,8,36,44,20,4,3,13,17,-17
1431,WAS,WAS vs. CLE,12/30/2021,,W,240,110,45,90,50.0,9,29,31.0,11,17,64.7,10,37,47,27,7,8,8,19,17
1432,DAL,DAL @ SAC,12/29/2021,,L,240,94,38,81,46.9,9,24,37.5,9,13,69.2,7,29,36,23,7,5,13,19,-1
1433,SAC,SAC vs. DAL,12/29/2021,,W,240,95,36,75,48.0,10,26,38.5,13,15,86.7,7,31,38,21,5,2,15,21,1
1434,POR,POR vs. UTA,12/29/2021,,L,240,105,37,88,42.0,14,40,35.0,17,24,70.8,11,34,45,23,6,3,11,28,-15
1435,UTA,UTA @ POR,12/29/2021,,W,240,120,46,87,52.9,8,29,27.6,20,32,62.5,13,33,46,22,6,3,11,20,15
1436,OKC,OKC @ PHX,12/29/2021,,L,240,97,38,96,39.6,7,35,20.0,14,16,87.5,14,31,45,19,6,1,12,24,-18
1437,PHX,PHX vs. OKC,12/29/2021,,W,240,115,41,89,46.1,12,34,35.3,21,28,75.0,18,38,56,22,7,7,15,15,18
1438,MEM,MEM vs. LAL,12/29/2021,,W,240,104,35,85,41.2,10,30,33.3,24,29,82.8,13,30,43,18,13,5,13,11,5
1439,LAL,LAL @ MEM,12/29/2021,,L,240,99,39,86,45.3,15,41,36.6,6,8,75.0,7,32,39,24,5,5,18,25,-5
1440,ATL,ATL @ CHI,12/29/2021,,L,240,117,44,92,47.8,11,26,42.3,18,26,69.2,10,27,37,26,6,3,11,17,-14
1441,CHI,CHI vs. ATL,12/29/2021,,W,240,131,52,84,61.9,10,22,45.5,17,22,77.3,6,35,41,38,9,6,15,18,14
1442,LAC,LAC @ BOS,12/29/2021,,W,240,91,33,81,40.7,11,28,39.3,14,17,82.4,9,40,49,17,5,4,16,12,9
1443,BOS,BOS vs. LAC,12/29/2021,,L,240,82,35,101,34.7,4,42,9.5,8,11,72.7,21,29,50,19,8,8,8,16,-9
1444,CHA,CHA @ IND,12/29/2021,,W,240,116,44,85,51.8,9,26,34.6,19,32,59.4,8,40,48,27,12,5,14,20,8
1445,IND,IND vs. CHA,12/29/2021,,L,240,108,36,86,41.9,17,45,37.8,19,29,65.5,10,35,45,25,8,6,18,20,-8
1446,NYK,NYK @ DET,12/29/2021,,W,240,94,31,81,38.3,8,31,25.8,24,27,88.9,11,37,48,19,11,5,17,14,9
1447,DET,DET vs. NYK,12/29/2021,,L,240,85,30,81,37.0,12,35,34.3,13,17,76.5,8,35,43,19,11,5,17,23,-9
1448,PHI,PHI @ TOR,12/28/2021,,W,240,114,34,77,44.2,14,30,46.7,32,38,84.2,8,34,42,23,6,4,8,18,5
1449,TOR,TOR vs. PHI,12/28/2021,,L,240,109,38,87,43.7,15,41,36.6,18,22,81.8,9,34,43,24,7,5,10,24,-5
1450,GSW,GSW vs. DEN,12/28/2021,,L,240,86,30,72,41.7,10,32,31.3,16,31,51.6,8,35,43,20,8,2,17,20,-3
1451,DEN,DEN @ GSW,12/28/2021,,W,240,89,34,83,41.0,8,33,24.2,13,20,65.0,13,31,44,24,10,5,16,19,3
1452,OKC,OKC @ SAC,12/28/2021,,L,240,111,35,90,38.9,11,33,33.3,30,36,83.3,8,37,45,16,6,6,9,21,-6
1453,SAC,SAC vs. OKC,12/28/2021,,W,240,117,40,95,42.1,17,39,43.6,20,27,74.1,11,46,57,25,3,9,10,22,6
1454,MIN,MIN vs. NYK,12/28/2021,,L,240,88,34,85,40.0,7,38,18.4,13,20,65.0,10,35,45,22,6,11,11,22,-8
1455,NYK,NYK @ MIN,12/28/2021,,W,240,96,37,90,41.1,16,40,40.0,6,16,37.5,15,39,54,20,5,4,16,20,8
1456,LAL,LAL @ HOU,12/28/2021,,W,240,132,48,92,52.2,14,34,41.2,22,29,75.9,14,34,48,27,8,6,12,23,9
1457,HOU,HOU vs. LAL,12/28/2021,,L,240,123,44,83,53.0,16,35,45.7,19,25,76.0,4,26,30,24,10,7,14,20,-9
1458,CLE,CLE @ NOP,12/28/2021,,L,240,104,37,88,42.0,14,41,34.1,16,19,84.2,11,31,42,27,6,3,8,19,-4
1459,NOP,NOP vs. CLE,12/28/2021,,W,240,108,36,80,45.0,16,36,44.4,20,26,76.9,8,36,44,24,3,8,13,16,4
1460,WAS,WAS @ MIA,12/28/2021,,L,240,112,42,85,49.4,17,42,40.5,11,14,78.6,13,34,47,27,5,3,18,20,-7
1461,MIA,MIA vs. WAS,12/28/2021,,W,240,119,41,92,44.6,16,34,47.1,21,23,91.3,14,28,42,26,14,5,8,13,7
1462,MIL,MIL @ ORL,12/28/2021,,W,240,127,47,85,55.3,17,37,45.9,16,22,72.7,7,33,40,31,4,3,13,20,17
1463,ORL,ORL vs. MIL,12/28/2021,,L,240,110,38,83,45.8,12,39,30.8,22,26,84.6,7,30,37,24,7,4,13,25,-17
1464,CHA,CHA vs. HOU,12/27/2021,,W,240,123,47,88,53.4,18,41,43.9,11,14,78.6,7,32,39,33,13,4,16,18,24
1465,HOU,HOU @ CHA,12/27/2021,,L,240,99,36,87,41.4,15,46,32.6,12,18,66.7,13,31,44,20,9,3,21,15,-24
1466,ATL,ATL vs. CHI,12/27/2021,,L,240,118,40,89,44.9,15,34,44.1,23,26,88.5,11,34,45,22,3,5,10,14,-12
1467,CHI,CHI @ ATL,12/27/2021,,W,240,130,51,94,54.3,18,37,48.6,10,14,71.4,9,35,44,29,5,6,10,19,12
1468,UTA,UTA @ SAS,12/27/2021,,W,240,110,39,86,45.3,9,31,29.0,23,30,76.7,7,48,55,19,9,4,15,15,6
1469,SAS,SAS vs. UTA,12/27/2021,,L,240,104,45,100,45.0,10,30,33.3,4,9,44.4,9,35,44,26,8,3,10,24,-6
1470,LAC,LAC vs. BKN,12/27/2021,,L,240,108,37,97,38.1,14,37,37.8,20,27,74.1,17,28,45,25,7,4,12,17,-16
1471,BKN,BKN @ LAC,12/27/2021,,W,240,124,50,88,56.8,13,34,38.2,11,16,68.8,7,40,47,31,7,8,15,25,16
1472,DAL,DAL @ POR,12/27/2021,,W,240,132,48,84,57.1,12,33,36.4,24,33,72.7,10,31,41,38,6,4,13,31,15
1473,POR,POR vs. DAL,12/27/2021,,L,240,117,35,82,42.7,12,40,30.0,35,42,83.3,8,25,33,19,4,5,11,28,-15
1474,PHX,PHX vs. MEM,12/27/2021,,L,240,113,41,90,45.6,11,31,35.5,20,23,87.0,10,25,35,25,11,2,11,16,-1
1475,MEM,MEM @ PHX,12/27/2021,,W,240,114,45,88,51.1,11,29,37.9,13,17,76.5,15,35,50,22,10,6,19,23,1
1476,MIN,MIN vs. BOS,12/27/2021,,W,240,108,40,90,44.4,14,34,41.2,14,19,73.7,11,42,53,30,7,5,14,17,5
1477,BOS,BOS @ MIN,12/27/2021,,L,240,103,33,89,37.1,16,47,34.0,21,28,75.0,15,38,53,23,8,10,14,16,-5
1478,SAC,SAC vs. MEM,12/26/2021,,L,240,102,34,81,42.0,10,29,34.5,24,27,88.9,9,29,38,22,7,9,18,23,-25
1479,MEM,MEM @ SAC,12/26/2021,,W,240,127,47,100,47.0,9,30,30.0,24,30,80.0,19,34,53,33,11,6,12,19,25
1480,ORL,ORL @ MIA,12/26/2021,,L,240,83,31,72,43.1,10,32,31.3,11,17,64.7,8,35,43,17,6,4,19,19,-10
1481,MIA,MIA vs. ORL,12/26/2021,,W,240,93,36,89,40.4,10,34,29.4,11,18,61.1,20,31,51,28,7,1,14,19,10
1482,CLE,CLE vs. TOR,12/26/2021,,W,240,144,56,106,52.8,22,52,42.3,10,12,83.3,13,39,52,39,12,5,15,17,45
1483,TOR,TOR @ CLE,12/26/2021,,L,240,99,37,89,41.6,9,36,25.0,16,23,69.6,11,32,43,24,11,3,21,13,-45
1484,DEN,DEN @ LAC,12/26/2021,,W,240,103,39,95,41.1,15,41,36.6,10,11,90.9,10,38,48,29,7,4,14,20,3
1485,LAC,LAC vs. DEN,12/26/2021,,L,240,100,40,86,46.5,8,26,30.8,12,18,66.7,8,38,46,26,8,7,14,22,-3
1486,IND,IND @ CHI,12/26/2021,,L,240,105,41,94,43.6,8,30,26.7,15,21,71.4,14,31,45,23,9,5,9,16,-8
1487,CHI,CHI vs. IND,12/26/2021,,W,240,113,43,76,56.6,11,23,47.8,16,22,72.7,2,38,40,17,5,6,15,20,8
1488,DET,DET @ SAS,12/26/2021,,L,240,109,38,98,38.8,8,32,25.0,25,34,73.5,14,28,42,16,10,5,14,30,-35
1489,SAS,SAS vs. DET,12/26/2021,,W,240,144,51,91,56.0,13,27,48.1,29,37,78.4,9,43,52,39,6,5,19,28,35
1490,NOP,NOP @ OKC,12/26/2021,,L,240,112,39,94,41.5,10,41,24.4,24,28,85.7,11,38,49,26,10,4,11,19,-5
1491,OKC,OKC vs. NOP,12/26/2021,,W,240,117,41,86,47.7,13,36,36.1,22,31,71.0,7,40,47,24,8,5,12,23,5
1492,PHI,PHI @ WAS,12/26/2021,,W,240,117,43,86,50.0,12,31,38.7,19,22,86.4,10,40,50,25,6,8,13,23,21
1493,WAS,WAS vs. PHI,12/26/2021,,L,240,96,35,90,38.9,8,33,24.2,18,28,64.3,14,29,43,22,6,1,8,18,-21
1494,GSW,GSW @ PHX,12/25/2021,,W,240,116,42,85,49.4,14,37,37.8,18,21,85.7,12,30,42,28,11,7,11,22,9
1495,PHX,PHX vs. GSW,12/25/2021,,L,240,107,40,83,48.2,11,30,36.7,16,16,100.0,9,28,37,20,5,2,13,17,-9
1496,BOS,BOS @ MIL,12/25/2021,,L,240,113,38,89,42.7,17,45,37.8,20,24,83.3,11,33,44,24,9,8,14,23,-4
1497,MIL,MIL vs. BOS,12/25/2021,,W,240,117,43,91,47.3,12,33,36.4,19,27,70.4,15,33,48,24,7,6,13,20,4
1498,NYK,NYK vs. ATL,12/25/2021,,W,240,101,38,85,44.7,20,50,40.0,5,12,41.7,9,41,50,28,6,6,10,13,14
1499,ATL,ATL @ NYK,12/25/2021,,L,240,87,33,87,37.9,13,38,34.2,8,14,57.1,8,38,46,23,8,5,12,12,-14
1500,UTA,UTA vs. DAL,12/25/2021,,W,240,120,40,90,44.4,12,36,33.3,28,37,75.7,13,36,49,24,9,6,14,24,4
1501,DAL,DAL @ UTA,12/25/2021,,L,240,116,38,89,42.7,10,30,33.3,30,35,85.7,8,35,43,19,7,3,14,31,-4
1502,LAL,LAL vs. BKN,12/25/2021,,L,240,115,40,96,41.7,10,35,28.6,25,28,89.3,12,35,47,29,8,5,14,23,-7
1503,BKN,BKN @ LAL,12/25/2021,,W,240,122,43,89,48.3,14,32,43.8,22,27,81.5,6,35,41,31,6,9,12,25,7
1504,LAL,LAL vs. SAS,12/23/2021,,L,240,110,44,94,46.8,5,27,18.5,17,30,56.7,14,34,48,21,4,6,14,20,-28
1505,SAS,SAS @ LAL,12/23/2021,,W,240,138,46,95,48.4,18,39,46.2,28,33,84.8,12,38,50,33,7,5,6,21,28
1506,MEM,MEM @ GSW,12/23/2021,,L,240,104,38,90,42.2,8,26,30.8,20,24,83.3,14,28,42,18,10,6,13,20,-9
1507,GSW,GSW vs. MEM,12/23/2021,,W,240,113,40,82,48.8,19,40,47.5,14,18,77.8,8,31,39,30,9,9,19,19,9
1508,DEN,DEN vs. CHA,12/23/2021,,L,240,107,40,96,41.7,14,40,35.0,13,17,76.5,10,44,54,23,7,2,15,22,-8
1509,CHA,CHA @ DEN,12/23/2021,,W,240,115,39,94,41.5,16,47,34.0,21,24,87.5,12,38,50,28,10,8,11,21,8
1510,UTA,UTA vs. MIN,12/23/2021,,W,240,128,48,90,53.3,16,39,41.0,16,22,72.7,10,35,45,31,7,7,15,17,12
1511,MIN,MIN @ UTA,12/23/2021,,L,240,116,45,101,44.6,17,45,37.8,9,12,75.0,15,29,44,29,7,4,14,19,-12
1512,OKC,OKC @ PHX,12/23/2021,,L,240,101,37,96,38.5,11,41,26.8,16,21,76.2,11,33,44,17,6,5,13,10,-12
1513,PHX,PHX vs. OKC,12/23/2021,,W,240,113,45,93,48.4,15,39,38.5,8,13,61.5,11,41,52,26,9,8,14,22,12
1514,MIL,MIL @ DAL,12/23/2021,,W,240,102,37,82,45.1,10,36,27.8,18,22,81.8,6,41,47,26,7,5,12,16,7
1515,DAL,DAL vs. MIL,12/23/2021,,L,240,95,35,86,40.7,12,45,26.7,13,17,76.5,8,35,43,25,6,2,11,21,-7
1516,MIA,MIA vs. DET,12/23/2021,,W,240,115,43,88,48.9,12,32,37.5,17,19,89.5,6,37,43,23,4,0,13,25,3
1517,DET,DET @ MIA,12/23/2021,,L,240,112,36,80,45.0,18,40,45.0,22,25,88.0,6,37,43,23,9,5,16,25,-3
1518,WAS,WAS @ NYK,12/23/2021,,W,240,124,42,75,56.0,16,37,43.2,24,32,75.0,5,33,38,30,4,6,11,18,7
1519,NYK,NYK vs. WAS,12/23/2021,,L,240,117,42,93,45.2,13,42,31.0,20,23,87.0,14,30,44,17,2,1,7,21,-7
1520,ATL,ATL @ PHI,12/23/2021,,W,240,98,37,82,45.1,7,24,29.2,17,19,89.5,11,35,46,20,5,4,16,19,2
1521,PHI,PHI vs. ATL,12/23/2021,,L,240,96,33,80,41.3,6,27,22.2,24,26,92.3,8,30,38,20,8,7,8,13,-2
1522,NOP,NOP @ ORL,12/23/2021,,W,240,110,37,86,43.0,13,30,43.3,23,26,88.5,12,34,46,21,4,2,10,13,6
1523,ORL,ORL vs. NOP,12/23/2021,,L,240,104,38,88,43.2,9,32,28.1,19,21,90.5,10,34,44,19,6,11,9,26,-6
1524,HOU,HOU @ IND,12/23/2021,,L,240,106,35,80,43.8,15,37,40.5,21,26,80.8,8,20,28,16,9,6,13,17,-12
1525,IND,IND vs. HOU,12/23/2021,,W,240,118,46,88,52.3,13,38,34.2,13,19,68.4,15,32,47,27,6,6,15,21,12
1526,LAC,LAC @ SAC,12/22/2021,,W,240,105,42,82,51.2,7,24,29.2,14,16,87.5,6,37,43,26,10,3,13,15,16
1527,SAC,SAC vs. LAC,12/22/2021,,L,240,89,34,85,40.0,12,38,31.6,9,12,75.0,7,33,40,24,7,5,19,15,-16
1528,MIL,MIL vs. HOU,12/22/2021,,W,240,126,45,103,43.7,17,46,37.0,19,21,90.5,14,34,48,25,8,2,7,24,20
1529,HOU,HOU @ MIL,12/22/2021,,L,240,106,36,86,41.9,13,45,28.9,21,31,67.7,13,39,52,23,0,7,15,21,-20
1530,DEN,DEN @ OKC,12/22/2021,,L,240,94,33,84,39.3,13,44,29.5,15,26,57.7,4,35,39,21,7,5,11,18,-14
1531,OKC,OKC vs. DEN,12/22/2021,,W,240,108,42,94,44.7,8,34,23.5,16,19,84.2,15,45,60,22,7,4,11,25,14
1532,BOS,BOS vs. CLE,12/22/2021,,W,240,111,43,92,46.7,11,30,36.7,14,18,77.8,12,36,48,24,12,5,13,24,10
1533,CLE,CLE @ BOS,12/22/2021,,L,240,101,36,92,39.1,9,38,23.7,20,24,83.3,15,38,53,17,8,3,16,15,-10
1534,ORL,ORL @ ATL,12/22/2021,,W,240,104,38,85,44.7,11,37,29.7,17,23,73.9,8,32,40,27,11,5,10,24,6
1535,ATL,ATL vs. ORL,12/22/2021,,L,240,98,32,80,40.0,12,31,38.7,22,29,75.9,13,36,49,21,4,8,14,19,-6
1536,PHX,PHX @ LAL,12/21/2021,,W,240,108,41,93,44.1,12,41,29.3,14,15,93.3,8,45,53,29,11,4,16,18,18
1537,LAL,LAL vs. PHX,12/21/2021,,L,240,90,34,87,39.1,7,35,20.0,15,23,65.2,6,41,47,14,9,3,15,18,-18
1538,DAL,DAL vs. MIN,12/21/2021,,W,240,114,42,86,48.8,11,34,32.4,19,23,82.6,10,34,44,30,11,3,11,22,12
1539,MIN,MIN @ DAL,12/21/2021,,L,240,102,36,79,45.6,13,40,32.5,17,20,85.0,9,30,39,26,4,5,17,22,-12
1540,NOP,NOP vs. POR,12/21/2021,,W,240,111,42,80,52.5,12,33,36.4,15,18,83.3,8,36,44,27,5,3,16,19,14
1541,POR,POR @ NOP,12/21/2021,,L,240,97,35,78,44.9,13,34,38.2,14,19,73.7,7,24,31,18,12,4,11,17,-14
1542,NYK,NYK vs. DET,12/21/2021,,W,240,105,40,90,44.4,11,33,33.3,14,19,73.7,13,39,52,22,5,7,13,19,14
1543,DET,DET @ NYK,12/21/2021,,L,240,91,34,94,36.2,8,33,24.2,15,19,78.9,10,38,48,22,9,4,14,18,-14
1544,IND,IND @ MIA,12/21/2021,,L,240,96,31,87,35.6,11,31,35.5,23,28,82.1,11,31,42,22,6,3,12,13,-29
1545,MIA,MIA vs. IND,12/21/2021,,W,240,125,47,95,49.5,22,49,44.9,9,11,81.8,15,38,53,30,5,5,11,21,29
1546,GSW,GSW vs. SAC,12/20/2021,,W,240,113,46,88,52.3,15,37,40.5,6,9,66.7,10,32,42,28,12,9,16,18,15
1547,SAC,SAC @ GSW,12/20/2021,,L,240,98,37,83,44.6,13,32,40.6,11,16,68.8,6,31,37,23,10,3,21,9,-15
1548,UTA,UTA vs. CHA,12/20/2021,,W,240,112,34,96,35.4,16,53,30.2,28,37,75.7,22,46,68,21,4,6,17,14,10
1549,CHA,CHA @ UTA,12/20/2021,,L,240,102,39,101,38.6,15,43,34.9,9,9,100.0,11,40,51,27,7,4,13,25,-10
1550,SAS,SAS @ LAC,12/20/2021,,W,240,116,50,114,43.9,12,37,32.4,4,6,66.7,23,43,66,37,11,4,12,19,24
1551,LAC,LAC vs. SAS,12/20/2021,,L,240,92,34,87,39.1,9,32,28.1,15,20,75.0,9,34,43,18,6,5,15,15,-24
1552,OKC,OKC @ MEM,12/20/2021,,W,240,102,36,84,42.9,11,38,28.9,19,28,67.9,9,38,47,24,7,7,14,17,3
1553,MEM,MEM vs. OKC,12/20/2021,,L,240,99,39,101,38.6,11,32,34.4,10,13,76.9,17,34,51,24,9,2,12,21,-3
1554,CHI,CHI vs. HOU,12/20/2021,,W,240,133,47,88,53.4,16,35,45.7,23,24,95.8,9,25,34,33,7,5,8,23,15
1555,HOU,HOU @ CHI,12/20/2021,,L,240,118,44,78,56.4,12,33,36.4,18,24,75.0,7,28,35,27,4,4,14,17,-15
1556,BOS,BOS vs. PHI,12/20/2021,,L,240,103,38,82,46.3,7,27,25.9,20,25,80.0,11,31,42,16,9,5,18,23,-5
1557,PHI,PHI @ BOS,12/20/2021,,W,240,108,36,72,50.0,10,25,40.0,26,31,83.9,2,32,34,20,11,7,17,23,5
1558,DAL,DAL @ MIN,12/19/2021,,L,240,105,36,82,43.9,12,41,29.3,21,22,95.5,7,34,41,27,5,2,12,25,-6
1559,MIN,MIN vs. DAL,12/19/2021,,W,240,111,36,77,46.8,15,34,44.1,24,31,77.4,6,31,37,26,6,3,9,22,6
1560,CHI,CHI vs. LAL,12/19/2021,,W,240,115,40,93,43.0,10,30,33.3,25,31,80.6,16,27,43,20,10,3,10,17,5
1561,LAL,LAL @ CHI,12/19/2021,,L,240,110,42,82,51.2,12,34,35.3,14,22,63.6,9,37,46,25,6,8,20,25,-5
1562,CHA,CHA @ PHX,12/19/2021,,L,240,106,36,100,36.0,10,45,22.2,24,28,85.7,13,30,43,26,12,6,9,12,-31
1563,PHX,PHX vs. CHA,12/19/2021,,W,240,137,54,95,56.8,20,41,48.8,9,13,69.2,10,47,57,35,5,8,18,21,31
1564,DET,DET vs. MIA,12/19/2021,,W,240,100,35,75,46.7,8,32,25.0,22,30,73.3,6,41,47,24,4,2,15,28,10
1565,MIA,MIA @ DET,12/19/2021,,L,240,90,28,74,37.8,13,43,30.2,21,33,63.6,8,31,39,23,4,3,13,27,-10
1566,MEM,MEM vs. POR,12/19/2021,,L,240,100,35,91,38.5,9,34,26.5,21,25,84.0,10,23,33,22,13,5,8,22,-5
1567,POR,POR @ MEM,12/19/2021,,W,240,105,35,74,47.3,11,32,34.4,24,28,85.7,9,42,51,17,4,9,25,18,5
1568,SAS,SAS @ SAC,12/19/2021,,L,240,114,45,91,49.5,12,25,48.0,12,13,92.3,13,31,44,24,7,8,14,12,-7
1569,SAC,SAC vs. SAS,12/19/2021,,W,240,121,46,91,50.5,14,25,56.0,15,18,83.3,11,29,40,23,11,3,12,19,7
1570,HOU,HOU @ DET,12/18/2021,,W,240,116,46,93,49.5,14,38,36.8,10,17,58.8,13,34,47,27,15,5,19,18,9
1571,DET,DET vs. HOU,12/18/2021,,L,240,107,43,93,46.2,10,36,27.8,11,16,68.8,15,27,42,29,8,6,21,24,-9
1572,BKN,BKN vs. ORL,12/18/2021,,L,240,93,39,102,38.2,9,46,19.6,6,8,75.0,16,35,51,24,8,8,16,14,-7
1573,ORL,ORL @ BKN,12/18/2021,,W,240,100,39,94,41.5,10,31,32.3,12,13,92.3,12,38,50,20,6,4,16,14,7
1574,UTA,UTA vs. WAS,12/18/2021,,L,240,103,35,81,43.2,14,44,31.8,19,30,63.3,8,38,46,17,5,6,16,23,-6
1575,WAS,WAS @ UTA,12/18/2021,,W,240,109,42,94,44.7,9,31,29.0,16,20,80.0,11,36,47,27,7,4,9,23,6
1576,MIL,MIL vs. CLE,12/18/2021,,L,240,90,35,89,39.3,12,38,31.6,8,11,72.7,13,31,44,18,8,4,17,15,-29
1577,CLE,CLE @ MIL,12/18/2021,,W,240,119,45,90,50.0,16,45,35.6,13,14,92.9,9,37,46,36,11,3,15,13,29
1578,OKC,OKC vs. LAC,12/18/2021,,W,240,104,43,92,46.7,12,31,38.7,6,10,60.0,17,38,55,23,4,4,16,18,1
1579,LAC,LAC @ OKC,12/18/2021,,L,240,103,37,83,44.6,16,39,41.0,13,19,68.4,7,32,39,26,11,3,13,16,-1
1580,GSW,GSW @ TOR,12/18/2021,,L,240,100,37,79,46.8,11,36,30.6,15,21,71.4,11,36,47,26,5,5,20,21,-19
1581,TOR,TOR vs. GSW,12/18/2021,,W,240,119,45,90,50.0,14,38,36.8,15,23,65.2,12,29,41,26,13,3,11,21,19
1582,NYK,NYK @ BOS,12/18/2021,,L,240,107,35,80,43.8,13,36,36.1,24,30,80.0,8,34,42,18,8,6,14,21,-7
1583,BOS,BOS vs. NYK,12/18/2021,,W,240,114,42,89,47.2,17,45,37.8,13,17,76.5,12,33,45,23,6,3,13,20,7
1584,MIL,MIL @ NOP,12/17/2021,,L,265,112,45,104,43.3,14,47,29.8,8,10,80.0,12,32,44,16,12,5,13,19,-4
1585,NOP,NOP vs. MIL,12/17/2021,,W,265,116,42,89,47.2,13,37,35.1,19,30,63.3,13,44,57,34,10,3,20,13,4
1586,BOS,BOS vs. GSW,12/17/2021,,L,240,107,36,82,43.9,15,41,36.6,20,29,69.0,11,34,45,20,5,2,16,19,-4
1587,GSW,GSW @ BOS,12/17/2021,,W,240,111,39,90,43.3,16,46,34.8,17,21,81.0,12,33,45,27,9,8,14,25,4
1588,LAL,LAL @ MIN,12/17/2021,,L,240,92,30,78,38.5,12,43,27.9,20,29,69.0,1,35,36,26,6,7,18,22,-18
1589,MIN,MIN vs. LAL,12/17/2021,,W,240,110,41,98,41.8,12,44,27.3,16,24,66.7,15,46,61,23,13,6,15,25,18
1590,MEM,MEM @ SAC,12/17/2021,,W,240,124,45,97,46.4,13,24,54.2,21,27,77.8,12,38,50,25,11,3,13,21,19
1591,SAC,SAC vs. MEM,12/17/2021,,L,240,105,36,88,40.9,13,35,37.1,20,26,76.9,10,35,45,21,5,6,18,20,-19
1592,POR,POR vs. CHA,12/17/2021,,W,240,125,44,85,51.8,21,47,44.7,16,18,88.9,7,34,41,27,7,6,17,20,9
1593,CHA,CHA @ POR,12/17/2021,,L,240,116,44,92,47.8,13,37,35.1,15,18,83.3,10,28,38,29,8,4,13,19,-9
1594,SAS,SAS @ UTA,12/17/2021,,W,240,128,50,100,50.0,15,41,36.6,13,18,72.2,11,32,43,27,8,4,7,18,2
1595,UTA,UTA vs. SAS,12/17/2021,,L,240,126,46,93,49.5,13,37,35.1,21,26,80.8,13,37,50,26,5,6,13,18,-2
1596,ATL,ATL vs. DEN,12/17/2021,,L,240,115,41,88,46.6,7,24,29.2,26,34,76.5,10,27,37,22,6,3,15,17,-18
1597,DEN,DEN @ ATL,12/17/2021,,W,240,133,50,86,58.1,17,38,44.7,16,18,88.9,4,34,38,35,9,7,17,22,18
1598,MIA,MIA @ ORL,12/17/2021,,W,240,115,41,82,50.0,19,35,54.3,14,19,73.7,14,32,46,25,5,5,17,14,10
1599,ORL,ORL vs. MIA,12/17/2021,,L,240,105,43,89,48.3,11,32,34.4,8,10,80.0,9,27,36,23,10,5,11,19,-10
1600,PHX,PHX vs. WAS,12/16/2021,,W,240,118,42,79,53.2,9,29,31.0,25,26,96.2,9,38,47,25,9,2,20,23,20
1601,WAS,WAS @ PHX,12/16/2021,,L,240,98,40,82,48.8,6,21,28.6,12,19,63.2,6,26,32,22,11,3,16,21,-20
1602,HOU,HOU vs. NYK,12/16/2021,,L,240,103,34,68,50.0,11,32,34.4,24,30,80.0,5,24,29,29,4,4,19,25,-13
1603,NYK,NYK @ HOU,12/16/2021,,W,240,116,39,83,47.0,17,36,47.2,21,25,84.0,15,25,40,25,8,6,12,26,13
1604,PHI,PHI @ BKN,12/16/2021,,L,240,105,39,89,43.8,10,34,29.4,17,20,85.0,5,33,38,19,10,4,9,22,-9
1605,BKN,BKN vs. PHI,12/16/2021,,W,240,114,44,89,49.4,11,23,47.8,15,16,93.8,10,38,48,21,4,3,15,15,9
1606,IND,IND vs. DET,12/16/2021,,W,240,122,45,91,49.5,7,32,21.9,25,28,89.3,8,33,41,26,6,7,9,21,9
1607,DET,DET @ IND,12/16/2021,,L,240,113,40,81,49.4,7,25,28.0,26,30,86.7,6,31,37,20,6,4,12,23,-9
1608,POR,POR vs. MEM,12/15/2021,,L,240,103,31,82,37.8,15,38,39.5,26,28,92.9,5,33,38,18,9,6,15,21,-10
1609,MEM,MEM @ POR,12/15/2021,,W,240,113,39,82,47.6,11,32,34.4,24,30,80.0,11,42,53,22,10,5,16,21,10
1610,UTA,UTA vs. LAC,12/15/2021,,W,240,124,47,89,52.8,15,37,40.5,15,20,75.0,8,36,44,26,11,4,10,18,21
1611,LAC,LAC @ UTA,12/15/2021,,L,240,103,40,85,47.1,10,30,33.3,13,20,65.0,8,34,42,24,6,5,16,22,-21
1612,SAC,SAC vs. WAS,12/15/2021,,W,240,119,45,82,54.9,8,26,30.8,21,29,72.4,6,33,39,25,7,6,11,21,14
